battery,seed,line_id,token,token_bin
TM,42,3,kilya,abstain
TM,42,3,ma,abstain
TM,42,4,itsok,clash
TM,42,4,kextal,clash
TM,42,4,kujkuali,match
TM,42,4,ik'bala,abstain
TM,42,5,ikba'yucane,abstain
TM,42,6,'ibil,abstain
TM,42,6,kutsen,clash
TM,42,6,ik'el,clash
TM,42,6,kifba,abstain
TM,42,6,tlayeb,abstain
TM,42,7,ascenada,abstain
TM,42,7,akal,clash
TM,42,8,aiokmo,abstain
TM,42,8,elba,match
TM,42,9,kuxte',match
TM,42,9,kíimil',match
TM,42,10,tlaxye',abstain
TM,42,11,ma'oxe,clash
TM,42,11,ik'el,clash
TM,42,12,le'itzil,clash
TM,42,13,xatlene,clash
TM,42,13,kujkuali,clash
TM,42,14,gyan'uks,clash
TM,42,14,ko'janti,abstain
TM,42,15,'ibil,clash
TM,42,16,ik'el,clash
TM,42,17,yaxe,match
TM,42,17,chikula',clash
TM,42,18,tzokan'te,abstain
TM,42,18,ik'el,clash
TM,42,19,líimek,abstain
TM,42,20,yutsal,clash
TM,42,21,tlayeb,abstain
TM,42,21,kutsen,clash
TM,42,22,tlayeb,abstain
TM,42,22,kifba,abstain
TM,42,23,kuxkal,match
TM,42,24,yuquia,clash
TM,42,25,eche,clash
TM,42,25,nochbe,clash
TM,42,26,kí',clash
TM,42,26,inib,clash
TM,42,27,mujuk',abstain
TM,42,27,mucane,abstain
TM,42,27,niáach,abstain
TM,42,27,i'chian,abstain
TM,42,28,waja,abstain
TM,42,28,buxa,abstain
TM,42,29,fukuur,clash
TM,42,30,daka,abstain
TM,42,30,puxe,clash
TM,42,30,xi,abstain
TM,42,31,kifba,abstain
TM,42,31,kilya,abstain
TM,42,31,sakilja,match
TM,42,32,ik'eche,clash
TM,42,32,sakilja,clash
TM,42,32,donuks,abstain
TM,42,34,donuks,abstain
TM,42,34,ko'mujuk,abstain
TM,42,35,cha'tsoke,match
TM,42,35,itsok,clash
TM,42,35,xefe,match
TM,42,35,yotlapek,abstain
TM,42,36,puyao,abstain
TM,42,37,tlapec,abstain
TM,42,37,puyao,clash
TM,42,37,itsok,clash
TM,42,37,uch',clash
TM,42,37,ta'nuk,clash
TM,42,38,otsuks,abstain
TM,42,38,tzokan'te,abstain
TM,42,38,ik'el,clash
TM,42,40,kuxkal,clash
TM,42,40,kutsen,clash
TM,42,40,tlayeb,clash
TM,42,40,ela,clash
TM,42,40,ukto,match
TM,42,40,máax,match
TM,42,42,otsuks,abstain
TM,42,42,máax,match
TM,42,43,mucane,abstain
TM,42,44,máax,clash
TM,42,44,cheyel,clash
TM,42,46,máax,match
TM,42,46,tlayeb,abstain
TM,42,46,mucane,abstain
TM,42,48,quxzeh,abstain
TM,42,49,axba,clash
TM,42,49,kíibsa',clash
TM,42,50,ek,match
TM,42,50,tala,clash
TM,42,50,jare'yantul,abstain
TM,42,51,ek'le,partial
TM,42,51,upulché,match
TM,55555,1,ek,match
TM,55555,1,mucane,clash
TM,55555,2,teoyuxtlane,match
TM,55555,2,ascensionada,clash
TM,55555,2,yutsal,clash
TM,55555,3,kilya,clash
TM,55555,3,ma,match
TM,55555,4,itsok,clash
TM,55555,4,kextal,clash
TM,55555,4,kujkuali,match
TM,55555,4,ik'bala,abstain
TM,55555,5,ikba'yucane,clash
TM,55555,6,'ibil,clash
TM,55555,6,kutsen,clash
TM,55555,6,ik'el,clash
TM,55555,6,kifba,abstain
TM,55555,6,tlayeb,clash
TM,55555,7,ascenada,clash
TM,55555,7,akal,clash
TM,55555,8,aiokmo,clash
TM,55555,8,elba,clash
TM,55555,9,kuxte',match
TM,55555,9,kíimil',match
TM,55555,10,tlaxye',clash
TM,55555,11,ma'oxe,clash
TM,55555,11,ik'el,clash
TM,55555,12,le'itzil,clash
TM,55555,13,xatlene,abstain
TM,55555,13,kujkuali,clash
TM,55555,14,gyan'uks,clash
TM,55555,14,ko'janti,abstain
TM,55555,15,'ibil,clash
TM,55555,16,ik'el,clash
TM,55555,17,yaxe,match
TM,55555,17,chikula',match
TM,55555,18,tzokan'te,clash
TM,55555,18,ik'el,clash
TM,55555,19,líimek,clash
TM,55555,20,yutsal,clash
TM,55555,20,yatle,clash
TM,55555,21,tlayeb,abstain
TM,55555,21,kutsen,clash
TM,55555,22,kifba,clash
TM,55555,23,kuxkal,match
TM,55555,24,yuquia,clash
TM,55555,25,eche,clash
TM,55555,25,nochbe,clash
TM,55555,26,kí',match
TM,55555,26,inib,abstain
TM,55555,27,mujuk',clash
TM,55555,27,mucane,clash
TM,55555,27,niáach,match
TM,55555,27,i'chian,clash
TM,55555,28,waja,clash
TM,55555,28,buxa,clash
TM,55555,29,fukuur,clash
TM,55555,30,daka,clash
TM,55555,30,puxe,clash
TM,55555,30,xi,clash
TM,55555,31,kifba,abstain
TM,55555,31,kilya,clash
TM,55555,31,sakilja,match
TM,55555,32,ik'eche,match
TM,55555,32,sakilja,clash
TM,55555,32,donuks,abstain
TM,55555,34,ko'mujuk,clash
TM,55555,35,cha'tsoke,clash
TM,55555,35,itsok,abstain
TM,55555,35,xefe,match
TM,55555,35,yotlapek,clash
TM,55555,36,puyao,abstain
TM,55555,37,tlapec,abstain
TM,55555,37,puyao,abstain
TM,55555,37,itsok,abstain
TM,55555,37,uch',clash
TM,55555,37,ta'nuk,clash
TM,55555,38,otsuks,clash
TM,55555,38,tzokan'te,abstain
TM,55555,38,ik'el,clash
TM,55555,40,kuxkal,abstain
TM,55555,40,kutsen,clash
TM,55555,40,tlayeb,abstain
TM,55555,40,ela,match
TM,55555,40,ukto,match
TM,55555,40,máax,match
TM,55555,42,otsuks,abstain
TM,55555,42,máax,match
TM,55555,43,mucane,clash
TM,55555,44,máax,match
TM,55555,44,cheyel,abstain
TM,55555,46,máax,match
TM,55555,46,tlayeb,abstain
TM,55555,46,mucane,clash
TM,55555,48,otsuks,abstain
TM,55555,48,quxzeh,abstain
TM,55555,49,axba,clash
TM,55555,49,kíibsa',clash
TM,55555,50,ek,match
TM,55555,50,tala,clash
TM,55555,50,jare'yantul,clash
TM,55555,51,ek'le,match
TM,55555,51,upulché,clash
TD,1729,1,ek,match
TD,1729,1,mucane,abstain
TD,1729,2,teoyuxtlane,clash
TD,1729,2,ascensionada,clash
TD,1729,2,yutsal,clash
TD,1729,3,kilya,clash
TD,1729,3,ma,abstain
TD,1729,4,itsok,clash
TD,1729,4,kextal,clash
TD,1729,4,kujkuali,match
TD,1729,4,ik'bala,clash
TD,1729,5,ikba'yucane,clash
TD,1729,6,'ibil,clash
TD,1729,6,kutsen,clash
TD,1729,6,ik'el,abstain
TD,1729,6,kifba,abstain
TD,1729,6,tlayeb,clash
TD,1729,7,ascenada,clash
TD,1729,7,akal,clash
TD,1729,8,aiokmo,clash
TD,1729,8,elba,match
TD,1729,9,kuxte',clash
TD,1729,9,kíimil',match
TD,1729,10,tlaxye',abstain
TD,1729,11,ma'oxe,clash
TD,1729,11,ik'el,clash
TD,1729,12,le'itzil,clash
TD,1729,13,xatlene,abstain
TD,1729,13,kujkuali,clash
TD,1729,14,gyan'uks,abstain
TD,1729,14,ko'janti,abstain
TD,1729,15,'ibil,clash
TD,1729,16,ik'el,clash
TD,1729,17,yaxe,match
TD,1729,17,chikula',match
TD,1729,18,tzokan'te,clash
TD,1729,18,ik'el,clash
TD,1729,19,líimek,clash
TD,1729,20,yutsal,match
TD,1729,20,yatle,clash
TD,1729,21,tlayeb,clash
TD,1729,21,kutsen,clash
TD,1729,22,tlayeb,abstain
TD,1729,22,kifba,abstain
TD,1729,23,kuxkal,clash
TD,1729,24,yuquia,clash
TD,1729,25,eche,clash
TD,1729,25,nochbe,clash
TD,1729,26,kí',match
TD,1729,26,inib,abstain
TD,1729,27,mujuk',clash
TD,1729,27,mucane,abstain
TD,1729,27,niáach,abstain
TD,1729,27,i'chian,clash
TD,1729,28,waja,clash
TD,1729,28,buxa,clash
TD,1729,29,fukuur,clash
TD,1729,30,daka,abstain
TD,1729,30,puxe,clash
TD,1729,30,xi,abstain
TD,1729,31,kifba,abstain
TD,1729,31,kilya,clash
TD,1729,31,sakilja,clash
TD,1729,32,ik'eche,clash
TD,1729,32,sakilja,match
TD,1729,32,donuks,abstain
TD,1729,33,donuks,abstain
TD,1729,33,ko'soxsal,abstain
TD,1729,34,donuks,abstain
TD,1729,34,ko'mujuk,clash
TD,1729,35,cha'tsoke,clash
TD,1729,35,itsok,clash
TD,1729,35,xefe,match
TD,1729,35,yotlapek,clash
TD,1729,36,puyao,clash
TD,1729,37,tlapec,clash
TD,1729,37,puyao,clash
TD,1729,37,itsok,clash
TD,1729,37,uch',clash
TD,1729,37,ta'nuk,clash
TD,1729,38,otsuks,clash
TD,1729,38,tzokan'te,clash
TD,1729,38,ik'el,clash
TD,1729,40,kuxkal,clash
TD,1729,40,kutsen,clash
TD,1729,40,tlayeb,clash
TD,1729,40,ela,clash
TD,1729,40,ukto,match
TD,1729,40,máax,match
TD,1729,42,otsuks,clash
TD,1729,42,máax,clash
TD,1729,43,mucane,clash
TD,1729,44,máax,clash
TD,1729,44,cheyel,clash
TD,1729,46,máax,match
TD,1729,46,tlayeb,clash
TD,1729,46,mucane,clash
TD,1729,48,otsuks,clash
TD,1729,48,quxzeh,clash
TD,1729,49,axba,clash
TD,1729,49,kíibsa',clash
TD,1729,50,ek,match
TD,1729,50,tala,abstain
TD,1729,50,jare'yantul,abstain
TD,1729,51,ek'le,partial
TD,1729,51,upulché,clash
TD,9001,1,ek,match
TD,9001,1,mucane,abstain
TD,9001,2,teoyuxtlane,clash
TD,9001,2,ascensionada,clash
TD,9001,2,yutsal,clash
TD,9001,3,kilya,abstain
TD,9001,3,ma,clash
TD,9001,4,itsok,clash
TD,9001,4,kextal,clash
TD,9001,4,kujkuali,match
TD,9001,4,ik'bala,clash
TD,9001,5,ikba'yucane,clash
TD,9001,6,'ibil,clash
TD,9001,6,kutsen,clash
TD,9001,6,ik'el,abstain
TD,9001,6,kifba,abstain
TD,9001,6,tlayeb,clash
TD,9001,7,ascenada,clash
TD,9001,7,akal,clash
TD,9001,8,aiokmo,abstain
TD,9001,8,elba,clash
TD,9001,9,kuxte',clash
TD,9001,9,kíimil',match
TD,9001,10,tlaxye',clash
TD,9001,11,ma'oxe,clash
TD,9001,11,ik'el,clash
TD,9001,12,le'itzil,clash
TD,9001,13,xatlene,clash
TD,9001,13,kujkuali,clash
TD,9001,14,gyan'uks,abstain
TD,9001,14,ko'janti,clash
TD,9001,15,'ibil,clash
TD,9001,16,ik'el,clash
TD,9001,17,yaxe,match
TD,9001,17,chikula',clash
TD,9001,18,tzokan'te,clash
TD,9001,18,ik'el,clash
TD,9001,20,yutsal,clash
TD,9001,20,yatle,abstain
TD,9001,21,tlayeb,clash
TD,9001,21,kutsen,clash
TD,9001,22,tlayeb,abstain
TD,9001,22,kifba,abstain
TD,9001,23,kuxkal,match
TD,9001,24,yuquia,clash
TD,9001,25,eche,clash
TD,9001,25,nochbe,clash
TD,9001,26,kí',match
TD,9001,26,inib,abstain
TD,9001,27,mujuk',clash
TD,9001,27,mucane,clash
TD,9001,27,niáach,match
TD,9001,27,i'chian,clash
TD,9001,28,waja,abstain
TD,9001,28,buxa,clash
TD,9001,29,fukuur,abstain
TD,9001,30,daka,clash
TD,9001,30,puxe,clash
TD,9001,30,xi,clash
TD,9001,31,kifba,abstain
TD,9001,31,kilya,clash
TD,9001,31,sakilja,match
TD,9001,32,ik'eche,clash
TD,9001,32,sakilja,match
TD,9001,32,donuks,abstain
TD,9001,33,donuks,abstain
TD,9001,33,ko'soxsal,clash
TD,9001,34,donuks,abstain
TD,9001,34,ko'mujuk,clash
TD,9001,35,cha'tsoke,clash
TD,9001,35,itsok,clash
TD,9001,35,xefe,match
TD,9001,35,yotlapek,clash
TD,9001,36,puyao,clash
TD,9001,37,tlapec,clash
TD,9001,37,puyao,clash
TD,9001,37,itsok,clash
TD,9001,37,uch',clash
TD,9001,37,ta'nuk,clash
TD,9001,38,otsuks,clash
TD,9001,38,tzokan'te,clash
TD,9001,38,ik'el,clash
TD,9001,40,kuxkal,clash
TD,9001,40,kutsen,clash
TD,9001,40,tlayeb,clash
TD,9001,40,ela,abstain
TD,9001,40,ukto,match
TD,9001,40,máax,match
TD,9001,42,otsuks,clash
TD,9001,42,máax,clash
TD,9001,43,mucane,clash
TD,9001,44,máax,clash
TD,9001,44,cheyel,clash
TD,9001,46,máax,match
TD,9001,46,tlayeb,clash
TD,9001,46,mucane,clash
TD,9001,48,otsuks,abstain
TD,9001,48,quxzeh,abstain
TD,9001,49,axba,abstain
TD,9001,49,kíibsa',clash
TD,9001,50,ek,match
TD,9001,50,tala,clash
TD,9001,50,jare'yantul,clash
TD,9001,51,ek'le,match
TD,9001,51,upulché,clash
TD,271828,1,ek,match
TD,271828,1,mucane,clash
TD,271828,2,teoyuxtlane,match
TD,271828,2,ascensionada,clash
TD,271828,2,yutsal,clash
TD,271828,3,kilya,abstain
TD,271828,3,ma,match
TD,271828,4,itsok,clash
TD,271828,4,kextal,clash
TD,271828,4,kujkuali,match
TD,271828,4,ik'bala,clash
TD,271828,5,ikba'yucane,clash
TD,271828,6,'ibil,clash
TD,271828,6,kutsen,clash
TD,271828,6,ik'el,abstain
TD,271828,6,kifba,abstain
TD,271828,6,tlayeb,clash
TD,271828,7,ascenada,clash
TD,271828,7,akal,clash
TD,271828,8,aiokmo,clash
TD,271828,8,elba,clash
TD,271828,9,kuxte',clash
TD,271828,9,kíimil',match
TD,271828,10,tlaxye',clash
TD,271828,11,ma'oxe,clash
TD,271828,11,ik'el,clash
TD,271828,12,le'itzil,clash
TD,271828,13,xatlene,clash
TD,271828,13,kujkuali,clash
TD,271828,14,gyan'uks,clash
TD,271828,14,ko'janti,clash
TD,271828,15,'ibil,clash
TD,271828,16,ik'el,clash
TD,271828,17,yaxe,match
TD,271828,17,chikula',match
TD,271828,18,tzokan'te,clash
TD,271828,18,ik'el,clash
TD,271828,19,líimek,abstain
TD,271828,20,yutsal,clash
TD,271828,20,yatle,abstain
TD,271828,21,tlayeb,clash
TD,271828,21,kutsen,clash
TD,271828,22,tlayeb,abstain
TD,271828,22,kifba,abstain
TD,271828,23,kuxkal,match
TD,271828,24,yuquia,clash
TD,271828,25,eche,clash
TD,271828,25,nochbe,clash
TD,271828,26,kí',match
TD,271828,26,inib,abstain
TD,271828,27,mujuk',clash
TD,271828,27,mucane,clash
TD,271828,27,niáach,clash
TD,271828,27,i'chian,clash
TD,271828,28,waja,abstain
TD,271828,28,buxa,clash
TD,271828,29,fukuur,abstain
TD,271828,30,daka,clash
TD,271828,30,puxe,clash
TD,271828,30,xi,clash
TD,271828,31,kifba,abstain
TD,271828,31,kilya,abstain
TD,271828,31,sakilja,clash
TD,271828,32,ik'eche,clash
TD,271828,32,sakilja,match
TD,271828,32,donuks,clash
TD,271828,33,donuks,clash
TD,271828,33,ko'soxsal,clash
TD,271828,34,ko'mujuk,clash
TD,271828,35,cha'tsoke,clash
TD,271828,35,itsok,clash
TD,271828,35,xefe,match
TD,271828,35,yotlapek,clash
TD,271828,36,puyao,clash
TD,271828,37,tlapec,clash
TD,271828,37,puyao,clash
TD,271828,37,uch',clash
TD,271828,37,ta'nuk,clash
TD,271828,38,otsuks,abstain
TD,271828,38,tzokan'te,abstain
TD,271828,38,ik'el,clash
TD,271828,40,kuxkal,abstain
TD,271828,40,kutsen,clash
TD,271828,40,tlayeb,abstain
TD,271828,40,ela,clash
TD,271828,40,ukto,clash
TD,271828,40,máax,match
TD,271828,42,otsuks,clash
TD,271828,42,máax,clash
TD,271828,43,mucane,clash
TD,271828,44,máax,clash
TD,271828,44,cheyel,clash
TD,271828,46,máax,match
TD,271828,46,tlayeb,abstain
TD,271828,46,mucane,clash
TD,271828,48,otsuks,abstain
TD,271828,48,quxzeh,abstain
TD,271828,49,axba,abstain
TD,271828,49,kíibsa',clash
TD,271828,50,ek,match
TD,271828,50,tala,clash
TD,271828,50,jare'yantul,clash
TD,271828,51,ek'le,clash
TD,271828,51,upulché,match
TD,42,1,ek,clash
TD,42,1,mucane,abstain
TD,42,2,teoyuxtlane,clash
TD,42,2,ascensionada,clash
TD,42,2,yutsal,clash
TD,42,3,kilya,abstain
TD,42,3,ma,abstain
TD,42,4,itsok,clash
TD,42,4,kextal,clash
TD,42,4,kujkuali,match
TD,42,4,ik'bala,clash
TD,42,5,ikba'yucane,clash
TD,42,6,'ibil,clash
TD,42,6,kutsen,clash
TD,42,6,ik'el,abstain
TD,42,6,kifba,abstain
TD,42,6,tlayeb,clash
TD,42,7,ascenada,clash
TD,42,7,akal,clash
TD,42,8,aiokmo,match
TD,42,8,elba,match
TD,42,9,kuxte',clash
TD,42,9,kíimil',match
TD,42,10,tlaxye',abstain
TD,42,11,ma'oxe,abstain
TD,42,11,ik'el,clash
TD,42,12,le'itzil,clash
TD,42,13,xatlene,clash
TD,42,13,kujkuali,clash
TD,42,14,gyan'uks,abstain
TD,42,14,ko'janti,abstain
TD,42,15,'ibil,clash
TD,42,16,ik'el,clash
TD,42,17,yaxe,match
TD,42,17,chikula',match
TD,42,18,tzokan'te,clash
TD,42,18,ik'el,clash
TD,42,19,líimek,abstain
TD,42,20,yutsal,clash
TD,42,20,yatle,clash
TD,42,21,tlayeb,clash
TD,42,21,kutsen,clash
TD,42,22,tlayeb,abstain
TD,42,22,kifba,abstain
TD,42,23,kuxkal,clash
TD,42,24,yuquia,clash
TD,42,25,eche,clash
TD,42,25,nochbe,clash
TD,42,26,kí',match
TD,42,26,inib,abstain
TD,42,27,mujuk',clash
TD,42,27,mucane,clash
TD,42,27,niáach,clash
TD,42,27,i'chian,clash
TD,42,28,waja,abstain
TD,42,28,buxa,clash
TD,42,29,fukuur,abstain
TD,42,30,daka,abstain
TD,42,30,puxe,clash
TD,42,30,xi,abstain
